agent_related,hamper_type,Creator,dependents_qty,household,preferred_contact_methods,preferred_languages,year_month,dw,age_group,days_since_last_pickup,days_diff_scheduled_actual,rescheduled_flag,month,total_visits,avg_days_between_pickups,is_single_pickup,return_binary,latitude,longitude,distance_to_center,sex_Male,status_Closed,status_Flagged,status_Outreach,status_Pending,location_cluster_1,location_cluster_2,location_cluster_3,location_cluster_4
6,1,7,7.0,1,"SMS , Phone Call , Email",Portuguese,2024-06,1,"[40, 45)",30,1,1,6,9,30.875,,Yes,53.5709309,-113.4844676,2.863268612693332,True,False,False,False,False,False,True,False,False
6,1,2,7.0,1,"SMS , Phone Call , Email",Portuguese,2024-06,1,"[40, 45)",0,1,1,6,9,30.875,,Yes,53.5709309,-113.4844676,2.863268612693332,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,"SMS , Phone Call , Email",Portuguese,2024-07,1,"[40, 45)",28,-1,1,7,9,30.875,,Yes,53.5709309,-113.4844676,2.863268612693332,True,False,False,False,False,False,True,False,False
6,1,2,7.0,1,"SMS , Phone Call , Email",Portuguese,2024-07,1,"[40, 45)",0,-1,1,7,9,30.875,,Yes,53.5709309,-113.4844676,2.863268612693332,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,"SMS , Phone Call , Email",Portuguese,2024-08,1,"[40, 45)",33,1,1,8,9,30.875,,No,53.5709309,-113.4844676,2.863268612693332,True,False,False,False,False,False,True,False,False
4,1,5,1.0,1,SMS,"Persian , English",2023-11,1,"[20, 25)",0,0,1,11,2,34.0,,Yes,53.5240143,-113.6408406,9.344946318657737,False,False,False,False,False,False,False,False,False
4,1,5,1.0,1,SMS,"Persian , English",2023-12,1,"[20, 25)",34,0,1,12,2,34.0,,No,53.5240143,-113.6408406,9.344946318657737,False,False,False,False,False,False,False,False,False
6,1,7,7.0,1,Phone Call,Arabic,2023-12,1,"[35, 40)",0,0,1,12,9,31.25,,Yes,53.5983593,-113.463173,6.219439114425321,True,False,False,False,False,False,True,False,False
5,1,6,7.0,1,Phone Call,Arabic,2024-01,1,"[35, 40)",34,0,1,1,9,31.25,,Yes,53.5983593,-113.463173,6.219439114425321,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,Phone Call,Arabic,2024-02,1,"[35, 40)",35,8,1,2,9,31.25,,Yes,53.5983593,-113.463173,6.219439114425321,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,Phone Call,Arabic,2024-03,1,"[35, 40)",37,16,1,3,9,31.25,,Yes,53.5983593,-113.463173,6.219439114425321,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,Phone Call,Arabic,2024-04,1,"[35, 40)",32,2,1,4,9,31.25,,Yes,53.5983593,-113.463173,6.219439114425321,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,Phone Call,Arabic,2024-06,1,"[35, 40)",51,-8,1,6,9,31.25,,Yes,53.5983593,-113.463173,6.219439114425321,True,False,False,False,False,False,True,False,False
6,1,2,7.0,1,Phone Call,Arabic,2024-06,1,"[35, 40)",0,-8,1,6,9,31.25,,Yes,53.5983593,-113.463173,6.219439114425321,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,Phone Call,Arabic,2024-07,1,"[35, 40)",39,1,1,7,9,31.25,,Yes,53.5983593,-113.463173,6.219439114425321,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,Phone Call,Arabic,2024-08,1,"[35, 40)",22,-1,1,8,9,31.25,,No,53.5983593,-113.463173,6.219439114425321,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,"SMS , Phone Call",Dari,2023-11,1,"[30, 35)",0,0,1,11,9,32.75,,Yes,53.5175736,-113.5889889,6.494277591360523,False,False,False,False,False,False,False,False,False
6,1,7,2.0,1,"SMS , Phone Call",Dari,2023-12,1,"[30, 35)",30,1,1,12,9,32.75,,No,53.5175736,-113.5889889,6.494277591360523,False,False,False,False,False,False,False,False,False
6,1,7,2.0,1,"SMS , Phone Call",Dari,2024-02,1,"[30, 35)",63,2,1,2,9,32.75,,Yes,53.5175736,-113.5889889,6.494277591360523,False,False,False,False,False,False,False,False,False
6,1,7,2.0,1,"SMS , Phone Call",Dari,2024-04,1,"[30, 35)",34,-1,1,4,9,32.75,,Yes,53.5175736,-113.5889889,6.494277591360523,False,False,False,False,False,False,False,False,False
6,1,7,2.0,1,"SMS , Phone Call",Dari,2024-05,1,"[30, 35)",40,8,1,5,9,32.75,,Yes,53.5175736,-113.5889889,6.494277591360523,False,False,False,False,False,False,False,False,False
6,1,7,2.0,1,"SMS , Phone Call",Dari,2024-06,1,"[30, 35)",34,13,1,6,9,32.75,,Yes,53.5175736,-113.5889889,6.494277591360523,False,False,False,False,False,False,False,False,False
6,1,2,2.0,1,"SMS , Phone Call",Dari,2024-06,1,"[30, 35)",0,13,1,6,9,32.75,,Yes,53.5175736,-113.5889889,6.494277591360523,False,False,False,False,False,False,False,False,False
6,1,7,2.0,1,"SMS , Phone Call",Dari,2024-07,1,"[30, 35)",34,16,1,7,9,32.75,,Yes,53.5175736,-113.5889889,6.494277591360523,False,False,False,False,False,False,False,False,False
6,1,7,2.0,1,"SMS , Phone Call",Dari,2024-08,1,"[30, 35)",27,14,1,8,9,32.75,,No,53.5175736,-113.5889889,6.494277591360523,False,False,False,False,False,False,False,False,False
11,1,12,4.0,1,"SMS , Phone Call",French,2023-11,1,"[30, 35)",0,0,1,11,11,24.0,,Yes,53.466656,-113.4097577,11.142952126814134,False,False,False,False,False,False,False,False,True
11,1,12,4.0,1,"SMS , Phone Call",French,2023-12,1,"[30, 35)",29,0,1,12,11,24.0,,Yes,53.466656,-113.4097577,11.142952126814134,False,False,False,False,False,False,False,False,True
11,1,12,4.0,1,"SMS , Phone Call",French,2024-01,1,"[30, 35)",34,3,1,1,11,24.0,,Yes,53.466656,-113.4097577,11.142952126814134,False,False,False,False,False,False,False,False,True
11,1,12,4.0,1,"SMS , Phone Call",French,2024-02,1,"[30, 35)",29,2,1,2,11,24.0,,Yes,53.466656,-113.4097577,11.142952126814134,False,False,False,False,False,False,False,False,True
11,1,12,4.0,1,"SMS , Phone Call",French,2024-03,1,"[30, 35)",27,1,1,3,11,24.0,,Yes,53.466656,-113.4097577,11.142952126814134,False,False,False,False,False,False,False,False,True
11,1,12,4.0,1,"SMS , Phone Call",French,2024-04,1,"[30, 35)",32,2,1,4,11,24.0,,Yes,53.466656,-113.4097577,11.142952126814134,False,False,False,False,False,False,False,False,True
11,1,12,4.0,1,"SMS , Phone Call",French,2024-05,1,"[30, 35)",29,2,1,5,11,24.0,,Yes,53.466656,-113.4097577,11.142952126814134,False,False,False,False,False,False,False,False,True
11,1,2,4.0,1,"SMS , Phone Call",French,2024-05,1,"[30, 35)",0,2,1,5,11,24.0,,Yes,53.466656,-113.4097577,11.142952126814134,False,False,False,False,False,False,False,False,True
11,1,12,4.0,1,"SMS , Phone Call",French,2024-06,1,"[30, 35)",29,-2,1,6,11,24.0,,Yes,53.466656,-113.4097577,11.142952126814134,False,False,False,False,False,False,False,False,True
11,1,2,4.0,1,"SMS , Phone Call",French,2024-06,1,"[30, 35)",0,-2,1,6,11,24.0,,Yes,53.466656,-113.4097577,11.142952126814134,False,False,False,False,False,False,False,False,True
11,1,12,4.0,1,"SMS , Phone Call",French,2024-07,1,"[30, 35)",31,2,1,7,11,24.0,,No,53.466656,-113.4097577,11.142952126814134,False,False,False,False,False,False,False,False,True
6,1,7,3.0,1,Email,"Bengali , English",2023-11,1,"[30, 35)",0,0,1,11,4,32.666666666666664,,Yes,53.53535429999999,-113.6482693,9.540183717921453,False,False,False,False,False,False,False,False,False
4,1,5,3.0,1,Email,"Bengali , English",2023-12,1,"[30, 35)",29,0,1,12,4,32.666666666666664,,Yes,53.53535429999999,-113.6482693,9.540183717921453,False,False,False,False,False,False,False,False,False
6,1,7,3.0,1,Email,"Bengali , English",2024-01,1,"[30, 35)",33,33,1,1,4,32.666666666666664,,Yes,53.53535429999999,-113.6482693,9.540183717921453,False,False,False,False,False,False,False,False,False
6,1,7,3.0,1,Email,"Bengali , English",2024-02,1,"[30, 35)",36,-1,1,2,4,32.666666666666664,,No,53.53535429999999,-113.6482693,9.540183717921453,False,False,False,False,False,False,False,False,False
7,1,8,2.0,1,SMS,"Arabic , Turkish",2024-03,1,"[20, 25)",0,38,1,3,4,47.0,,Yes,56.130366,-106.346771,541.981401371081,True,False,False,False,False,True,False,False,False
7,1,8,2.0,1,SMS,"Arabic , Turkish",2024-03,1,"[20, 25)",0,0,1,3,4,47.0,,Yes,56.130366,-106.346771,541.981401371081,True,False,False,False,False,True,False,False,False
4,1,5,2.0,1,SMS,"Arabic , Turkish",2024-05,1,"[20, 25)",52,0,1,5,4,47.0,,No,56.130366,-106.346771,541.981401371081,True,False,False,False,False,True,False,False,False
4,1,5,2.0,1,SMS,"Arabic , Turkish",2024-08,1,"[20, 25)",89,-3,1,8,4,47.0,,No,56.130366,-106.346771,541.981401371081,True,False,False,False,False,True,False,False,False
4,1,5,3.0,1,SMS,Somali,2023-11,1,"[60, 65)",0,0,1,11,9,34.125,,Yes,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
6,1,7,3.0,1,SMS,Somali,2023-12,1,"[60, 65)",31,0,1,12,9,34.125,,No,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
6,1,7,3.0,1,SMS,Somali,2024-02,1,"[60, 65)",64,0,0,2,9,34.125,,Yes,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
4,1,5,3.0,1,SMS,Somali,2024-03,1,"[60, 65)",29,4,1,3,9,34.125,,Yes,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
4,1,5,3.0,1,SMS,Somali,2024-04,1,"[60, 65)",40,10,1,4,9,34.125,,Yes,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
4,1,5,3.0,1,SMS,Somali,2024-06,1,"[60, 65)",33,-17,1,6,9,34.125,,Yes,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
4,1,2,3.0,1,SMS,Somali,2024-06,1,"[60, 65)",0,-17,1,6,9,34.125,,Yes,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
4,1,5,3.0,1,SMS,Somali,2024-07,1,"[60, 65)",49,2,1,7,9,34.125,,Yes,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
4,1,5,3.0,1,SMS,Somali,2024-08,1,"[60, 65)",27,-1,1,8,9,34.125,,No,53.5523561,-113.5105361,0.5051580779013081,False,False,False,False,False,False,False,False,False
1,1,1,4.0,1,"WhatsApp , SMS","Arabic , English",2023-11,1,"[40, 45)",0,0,1,11,8,34.714285714285715,,Yes,53.47040699999999,-113.4533175,9.387309568594851,False,False,False,False,False,False,False,False,True
1,1,1,4.0,1,"WhatsApp , SMS","Arabic , English",2024-01,1,"[40, 45)",50,21,1,1,8,34.714285714285715,,Yes,53.47040699999999,-113.4533175,9.387309568594851,False,False,False,False,False,False,False,False,True
1,1,1,4.0,1,"WhatsApp , SMS","Arabic , English",2024-03,1,"[40, 45)",60,-10,1,3,8,34.714285714285715,,No,53.47040699999999,-113.4533175,9.387309568594851,False,False,False,False,False,False,False,False,True
1,1,1,4.0,1,"WhatsApp , SMS","Arabic , English",2024-05,1,"[40, 45)",70,0,1,5,8,34.714285714285715,,Yes,53.47040699999999,-113.4533175,9.387309568594851,False,False,False,False,False,False,False,False,True
1,1,2,4.0,1,"WhatsApp , SMS","Arabic , English",2024-05,1,"[40, 45)",0,0,1,5,8,34.714285714285715,,Yes,53.47040699999999,-113.4533175,9.387309568594851,False,False,False,False,False,False,False,False,True
1,1,1,4.0,1,"WhatsApp , SMS","Arabic , English",2024-06,1,"[40, 45)",30,-1,1,6,8,34.714285714285715,,Yes,53.47040699999999,-113.4533175,9.387309568594851,False,False,False,False,False,False,False,False,True
1,1,2,4.0,1,"WhatsApp , SMS","Arabic , English",2024-06,1,"[40, 45)",0,-1,1,6,8,34.714285714285715,,Yes,53.47040699999999,-113.4533175,9.387309568594851,False,False,False,False,False,False,False,False,True
1,1,1,4.0,1,"WhatsApp , SMS","Arabic , English",2024-07,1,"[40, 45)",33,3,1,7,8,34.714285714285715,,No,53.47040699999999,-113.4533175,9.387309568594851,False,False,False,False,False,False,False,False,True
9,1,10,2.0,1,SMS,"Somali , English",2023-11,1,"[50, 55)",0,0,1,11,9,35.0,,Yes,53.5504072,-113.5173259,0.7686047153426244,False,False,False,False,False,False,False,False,False
9,1,10,2.0,1,SMS,"Somali , English",2023-12,1,"[50, 55)",32,3,1,12,9,35.0,,Yes,53.5504072,-113.5173259,0.7686047153426244,False,False,False,False,False,False,False,False,False
9,1,10,2.0,1,SMS,"Somali , English",2024-01,1,"[50, 55)",44,-1,1,1,9,35.0,,Yes,53.5504072,-113.5173259,0.7686047153426244,False,False,False,False,False,False,False,False,False
9,1,10,2.0,1,SMS,"Somali , English",2024-03,1,"[50, 55)",46,-14,1,3,9,35.0,,Yes,53.5504072,-113.5173259,0.7686047153426244,False,False,False,False,False,False,False,False,False
9,1,10,2.0,1,SMS,"Somali , English",2024-04,1,"[50, 55)",41,-4,1,4,9,35.0,,Yes,53.5504072,-113.5173259,0.7686047153426244,False,False,False,False,False,False,False,False,False
9,1,10,2.0,1,SMS,"Somali , English",2024-06,1,"[50, 55)",56,-8,1,6,9,35.0,,Yes,53.5504072,-113.5173259,0.7686047153426244,False,False,False,False,False,False,False,False,False
9,1,2,2.0,1,SMS,"Somali , English",2024-06,1,"[50, 55)",0,-8,1,6,9,35.0,,Yes,53.5504072,-113.5173259,0.7686047153426244,False,False,False,False,False,False,False,False,False
9,1,10,2.0,1,SMS,"Somali , English",2024-07,1,"[50, 55)",34,-3,1,7,9,35.0,,Yes,53.5504072,-113.5173259,0.7686047153426244,False,False,False,False,False,False,False,False,False
4,1,5,4.0,1,"SMS , WhatsApp",Arabic,2024-02,1,"[45, 50)",0,0,1,2,7,29.666666666666668,,Yes,53.5181318,-113.6141717,7.930371666550735,False,False,False,False,False,False,False,False,False
7,1,8,4.0,1,"SMS , WhatsApp",Arabic,2024-03,1,"[45, 50)",25,-6,1,3,7,29.666666666666668,,Yes,53.5181318,-113.6141717,7.930371666550735,False,False,False,False,False,False,False,False,False
4,1,5,4.0,1,"SMS , WhatsApp",Arabic,2024-05,1,"[45, 50)",42,-1,1,5,7,29.666666666666668,,Yes,53.5181318,-113.6141717,7.930371666550735,False,False,False,False,False,False,False,False,False
4,1,5,4.0,1,"SMS , WhatsApp",Arabic,2024-06,1,"[45, 50)",48,17,1,6,7,29.666666666666668,,Yes,53.5181318,-113.6141717,7.930371666550735,False,False,False,False,False,False,False,False,False
4,1,2,4.0,1,"SMS , WhatsApp",Arabic,2024-06,1,"[45, 50)",0,17,1,6,7,29.666666666666668,,No,53.5181318,-113.6141717,7.930371666550735,False,False,False,False,False,False,False,False,False
4,1,5,4.0,1,"SMS , WhatsApp",Arabic,2024-08,1,"[45, 50)",63,-1,1,8,7,29.666666666666668,,Yes,53.5181318,-113.6141717,7.930371666550735,False,False,False,False,False,False,False,False,False
4,1,2,4.0,1,"SMS , WhatsApp",Arabic,2024-08,1,"[45, 50)",0,-1,1,8,7,29.666666666666668,,No,53.5181318,-113.6141717,7.930371666550735,False,False,False,False,False,False,False,False,False
10,1,11,1.0,1,WhatsApp,"Arabic , English",2023-12,1,"[60, 65)",0,0,1,12,8,35.285714285714285,,No,53.5969068,-113.4831279,5.5810080333087,False,False,False,False,False,False,True,False,False
5,1,6,1.0,1,WhatsApp,"Arabic , English",2024-02,1,"[60, 65)",61,-1,1,2,8,35.285714285714285,,Yes,53.5969068,-113.4831279,5.5810080333087,False,False,False,False,False,False,True,False,False
5,1,6,1.0,1,WhatsApp,"Arabic , English",2024-03,1,"[60, 65)",29,-1,1,3,8,35.285714285714285,,No,53.5969068,-113.4831279,5.5810080333087,False,False,False,False,False,False,True,False,False
5,1,6,1.0,1,WhatsApp,"Arabic , English",2024-05,1,"[60, 65)",61,0,1,5,8,35.285714285714285,,Yes,53.5969068,-113.4831279,5.5810080333087,False,False,False,False,False,False,True,False,False
5,1,6,1.0,1,WhatsApp,"Arabic , English",2024-06,1,"[60, 65)",35,5,1,6,8,35.285714285714285,,Yes,53.5969068,-113.4831279,5.5810080333087,False,False,False,False,False,False,True,False,False
5,1,2,1.0,1,WhatsApp,"Arabic , English",2024-06,1,"[60, 65)",0,5,1,6,8,35.285714285714285,,Yes,53.5969068,-113.4831279,5.5810080333087,False,False,False,False,False,False,True,False,False
5,1,6,1.0,1,WhatsApp,"Arabic , English",2024-07,1,"[60, 65)",32,7,1,7,8,35.285714285714285,,Yes,53.5969068,-113.4831279,5.5810080333087,False,False,False,False,False,False,True,False,False
5,1,6,1.0,1,WhatsApp,"Arabic , English",2024-08,1,"[60, 65)",29,6,1,8,8,35.285714285714285,,No,53.5969068,-113.4831279,5.5810080333087,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , WhatsApp","Arabic , English",2023-11,1,"[80, 85)",0,0,1,11,10,31.77777777777778,,Yes,53.5942722,-113.5169421,5.126698322479998,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , WhatsApp","Arabic , English",2023-12,1,"[80, 85)",28,0,1,12,10,31.77777777777778,,Yes,53.5942722,-113.5169421,5.126698322479998,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , WhatsApp","Arabic , English",2024-01,1,"[80, 85)",30,0,1,1,10,31.77777777777778,,Yes,53.5942722,-113.5169421,5.126698322479998,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , WhatsApp","Arabic , English",2024-02,1,"[80, 85)",34,3,1,2,10,31.77777777777778,,Yes,53.5942722,-113.5169421,5.126698322479998,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , WhatsApp","Arabic , English",2024-03,1,"[80, 85)",35,10,1,3,10,31.77777777777778,,Yes,53.5942722,-113.5169421,5.126698322479998,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , WhatsApp","Arabic , English",2024-04,1,"[80, 85)",31,1,1,4,10,31.77777777777778,,Yes,53.5942722,-113.5169421,5.126698322479998,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , WhatsApp","Arabic , English",2024-05,1,"[80, 85)",44,15,1,5,10,31.77777777777778,,Yes,53.5942722,-113.5169421,5.126698322479998,False,False,False,False,False,False,True,False,False
6,1,2,1.0,1,"SMS , WhatsApp","Arabic , English",2024-05,1,"[80, 85)",0,15,1,5,10,31.77777777777778,,Yes,53.5942722,-113.5169421,5.126698322479998,False,False,False,False,False,False,True,False,False
6,1,7,1.0,1,"SMS , WhatsApp","Arabic , English",2024-07,1,"[80, 85)",54,-7,1,7,10,31.77777777777778,,Yes,53.5942722,-113.5169421,5.126698322479998,False,False,False,False,False,False,True,False,False
6,1,7,5.0,1,"No thanks , SMS",Arabic,2023-12,1,"[50, 55)",0,0,1,12,10,28.444444444444443,,Yes,53.4818915,-113.4970247,7.45575110564366,True,False,False,False,False,False,False,False,True
6,1,7,5.0,1,"No thanks , SMS",Arabic,2024-01,1,"[50, 55)",31,0,1,1,10,28.444444444444443,,Yes,53.4818915,-113.4970247,7.45575110564366,True,False,False,False,False,False,False,False,True
6,1,7,5.0,1,"No thanks , SMS",Arabic,2024-02,1,"[50, 55)",32,0,1,2,10,28.444444444444443,,Yes,53.4818915,-113.4970247,7.45575110564366,True,False,False,False,False,False,False,False,True
6,1,7,5.0,1,"No thanks , SMS",Arabic,2024-03,1,"[50, 55)",35,6,1,3,10,28.444444444444443,,Yes,53.4818915,-113.4970247,7.45575110564366,True,False,False,False,False,False,False,False,True
6,1,7,5.0,1,"No thanks , SMS",Arabic,2024-04,1,"[50, 55)",35,11,1,4,10,28.444444444444443,,Yes,53.4818915,-113.4970247,7.45575110564366,True,False,False,False,False,False,False,False,True
6,1,7,5.0,1,"No thanks , SMS",Arabic,2024-05,1,"[50, 55)",29,10,1,5,10,28.444444444444443,,Yes,53.4818915,-113.4970247,7.45575110564366,True,False,False,False,False,False,False,False,True
6,1,7,5.0,1,"No thanks , SMS",Arabic,2024-06,1,"[50, 55)",33,13,1,6,10,28.444444444444443,,Yes,53.4818915,-113.4970247,7.45575110564366,True,False,False,False,False,False,False,False,True
6,1,2,5.0,1,"No thanks , SMS",Arabic,2024-06,1,"[50, 55)",0,13,1,6,10,28.444444444444443,,Yes,53.4818915,-113.4970247,7.45575110564366,True,False,False,False,False,False,False,False,True
6,1,7,5.0,1,"No thanks , SMS",Arabic,2024-07,1,"[50, 55)",34,17,1,7,10,28.444444444444443,,Yes,53.4818915,-113.4970247,7.45575110564366,True,False,False,False,False,False,False,False,True
6,1,7,5.0,1,"No thanks , SMS",Arabic,2024-08,1,"[50, 55)",27,14,1,8,10,28.444444444444443,,No,53.4818915,-113.4970247,7.45575110564366,True,False,False,False,False,False,False,False,True
9,1,10,5.0,1,SMS,"Arabic , English",2023-11,1,"[35, 40)",0,0,1,11,5,39.25,,No,53.5924845,-113.4686174,5.473153868444858,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,"Arabic , English",2024-02,1,"[35, 40)",67,0,1,2,5,39.25,,Yes,53.5924845,-113.4686174,5.473153868444858,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,"Arabic , English",2024-03,1,"[35, 40)",29,-1,1,3,5,39.25,,Yes,53.5924845,-113.4686174,5.473153868444858,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,"Arabic , English",2024-04,1,"[35, 40)",32,0,1,4,5,39.25,,Yes,53.5924845,-113.4686174,5.473153868444858,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,"Arabic , English",2024-05,1,"[35, 40)",29,0,1,5,5,39.25,,No,53.5924845,-113.4686174,5.473153868444858,True,False,False,False,False,False,True,False,False
3,1,4,1.0,1,"WhatsApp , SMS",Arabic,2023-12,1,"[25, 30)",61,0,1,12,12,28.90909090909091,,Yes,53.525659,-113.4869881,2.856826097755438,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,"WhatsApp , SMS",Arabic,2023-12,1,"[25, 30)",2,0,1,12,12,28.90909090909091,,Yes,53.525659,-113.4869881,2.856826097755438,True,False,False,False,False,False,False,False,False
7,1,8,1.0,1,"WhatsApp , SMS",Arabic,2024-01,1,"[25, 30)",33,0,1,1,12,28.90909090909091,,Yes,53.525659,-113.4869881,2.856826097755438,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,"WhatsApp , SMS",Arabic,2024-02,1,"[25, 30)",30,2,1,2,12,28.90909090909091,,Yes,53.525659,-113.4869881,2.856826097755438,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,"WhatsApp , SMS",Arabic,2024-03,1,"[25, 30)",0,6,1,3,12,28.90909090909091,,No,53.525659,-113.4869881,2.856826097755438,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,"WhatsApp , SMS",Arabic,2024-05,1,"[25, 30)",65,10,1,5,12,28.90909090909091,,Yes,53.525659,-113.4869881,2.856826097755438,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,"WhatsApp , SMS",Arabic,2024-06,1,"[25, 30)",34,4,1,6,12,28.90909090909091,,Yes,53.525659,-113.4869881,2.856826097755438,True,False,False,False,False,False,False,False,False
6,1,2,1.0,1,"WhatsApp , SMS",Arabic,2024-06,1,"[25, 30)",0,4,1,6,12,28.90909090909091,,Yes,53.525659,-113.4869881,2.856826097755438,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,"WhatsApp , SMS",Arabic,2024-07,1,"[25, 30)",32,6,1,7,12,28.90909090909091,,Yes,53.525659,-113.4869881,2.856826097755438,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,"WhatsApp , SMS",Arabic,2024-08,1,"[25, 30)",30,6,1,8,12,28.90909090909091,,No,53.525659,-113.4869881,2.856826097755438,True,False,False,False,False,False,False,False,False
3,1,4,6.0,1,SMS,"English , Arabic",2023-11,1,"[35, 40)",0,-12,1,11,1,31.930804853208784,,No,53.4947212,-113.6208312,9.692336386543786,True,False,False,False,False,False,False,False,False
4,1,5,2.0,1,"SMS , Phone Call",Oromo,2023-12,1,"[35, 40)",60,0,1,12,2,60.0,,No,53.4709975,-113.4565023,9.24908841618976,True,False,False,False,False,False,False,False,True
6,1,7,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2023-11,1,"[25, 30)",39,0,1,11,11,28.4,,No,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-01,1,"[25, 30)",62,0,1,1,11,28.4,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-02,1,"[25, 30)",31,0,1,2,11,28.4,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-03,1,"[25, 30)",28,-1,1,3,11,28.4,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-04,1,"[25, 30)",31,0,1,4,11,28.4,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-05,1,"[25, 30)",27,-2,1,5,11,28.4,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,2,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-05,1,"[25, 30)",0,-2,1,5,11,28.4,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-07,1,"[25, 30)",36,-27,1,7,11,28.4,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,2,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-07,1,"[25, 30)",0,-27,1,7,11,28.4,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-08,1,"[25, 30)",30,-1,1,8,11,28.4,,No,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"SMS , Phone Call",Somali,2023-12,1,"[35, 40)",0,0,1,12,3,44.5,,No,53.60342439999999,-113.3828771,10.18707038354724,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"SMS , Phone Call",Somali,2024-02,1,"[35, 40)",62,0,1,2,3,44.5,,Yes,53.60342439999999,-113.3828771,10.18707038354724,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"SMS , Phone Call",Somali,2024-03,1,"[35, 40)",27,-1,1,3,3,44.5,,No,53.60342439999999,-113.3828771,10.18707038354724,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2023-12,1,"[35, 40)",0,0,1,12,9,30.25,,Yes,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,WhatsApp,Arabic,2024-01,1,"[35, 40)",33,0,1,1,9,30.25,,No,53.5835269,-113.3899402,8.619448368592241,True,False,False,False,False,False,True,False,False
