agent_related,hamper_type,Creator,dependents_qty,household,preferred_contact_methods,preferred_languages,year_month,dw,age_group,days_since_last_pickup,days_diff_scheduled_actual,rescheduled_flag,month,total_visits,avg_days_between_pickups,is_single_pickup,return_binary,latitude,longitude,distance_to_center,sex_Male,status_Closed,status_Flagged,status_Outreach,status_Pending,location_cluster_1,location_cluster_2,location_cluster_3,location_cluster_4
6,1,7,1.0,1,SMS,English,2024-04,1,"[35, 40)",34,10,1,4,10,28.77777777777778,,Yes,53.5455905,-113.4920542,0.9922044182888042,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,SMS,English,2024-05,1,"[35, 40)",30,10,1,5,10,28.77777777777778,,Yes,53.5455905,-113.4920542,0.9922044182888042,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,SMS,English,2024-06,1,"[35, 40)",33,12,1,6,10,28.77777777777778,,Yes,53.5455905,-113.4920542,0.9922044182888042,True,False,False,False,False,False,False,False,False
6,1,2,1.0,1,SMS,English,2024-06,1,"[35, 40)",0,12,1,6,10,28.77777777777778,,Yes,53.5455905,-113.4920542,0.9922044182888042,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,SMS,English,2024-07,1,"[35, 40)",34,16,1,7,10,28.77777777777778,,Yes,53.5455905,-113.4920542,0.9922044182888042,True,False,False,False,False,False,False,False,False
6,1,7,1.0,1,SMS,English,2024-08,1,"[35, 40)",30,16,1,8,10,28.77777777777778,,No,53.5455905,-113.4920542,0.9922044182888042,True,False,False,False,False,False,False,False,False
9,1,10,1.0,1,SMS,"Somali , English",2023-11,1,"[50, 55)",0,0,1,11,1,31.930804853208784,,No,53.56488475762243,-113.5758345187705,4.961123757171242,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2023-12,1,"[35, 40)",0,0,1,12,10,29.0,,Yes,53.55146879999999,-113.4743036,2.1308925611775886,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2024-01,1,"[35, 40)",34,0,1,1,10,29.0,,Yes,53.55146879999999,-113.4743036,2.1308925611775886,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2024-02,1,"[35, 40)",30,-1,1,2,10,29.0,,Yes,53.55146879999999,-113.4743036,2.1308925611775886,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2024-03,1,"[35, 40)",33,4,1,3,10,29.0,,Yes,53.55146879999999,-113.4743036,2.1308925611775886,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2024-04,1,"[35, 40)",34,7,1,4,10,29.0,,Yes,53.55146879999999,-113.4743036,2.1308925611775886,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2024-05,1,"[35, 40)",30,8,1,5,10,29.0,,Yes,53.55146879999999,-113.4743036,2.1308925611775886,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2024-06,1,"[35, 40)",33,-20,1,6,10,29.0,,Yes,53.55146879999999,-113.4743036,2.1308925611775886,True,False,False,False,False,False,False,False,False
6,1,2,4.0,1,"SMS , WhatsApp",Persian,2024-06,1,"[35, 40)",0,-20,1,6,10,29.0,,Yes,53.55146879999999,-113.4743036,2.1308925611775886,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2024-07,1,"[35, 40)",33,44,1,7,10,29.0,,Yes,53.55146879999999,-113.4743036,2.1308925611775886,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2024-08,1,"[35, 40)",34,18,1,8,10,29.0,,No,53.55146879999999,-113.4743036,2.1308925611775886,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,"Somali , English",2023-11,1,"[50, 55)",0,0,1,11,5,38.0,,Yes,53.60571419999999,-113.465277,6.901604105249242,False,False,False,False,False,False,True,False,False
4,1,5,4.0,1,SMS,"Somali , English",2024-01,1,"[50, 55)",43,0,1,1,5,38.0,,Yes,53.60571419999999,-113.465277,6.901604105249242,False,False,False,False,False,False,True,False,False
4,1,5,4.0,1,SMS,"Somali , English",2024-02,1,"[50, 55)",33,3,1,2,5,38.0,,Yes,53.60571419999999,-113.465277,6.901604105249242,False,False,False,False,False,False,True,False,False
7,1,8,4.0,1,SMS,"Somali , English",2024-03,1,"[50, 55)",35,0,1,3,5,38.0,,Yes,53.60571419999999,-113.465277,6.901604105249242,False,False,False,False,False,False,True,False,False
4,1,5,4.0,1,SMS,"Somali , English",2024-04,1,"[50, 55)",41,20,1,4,5,38.0,,No,53.60571419999999,-113.465277,6.901604105249242,False,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"WhatsApp , SMS , Phone Call",Arabic,2023-11,1,"[35, 40)",0,0,1,11,8,38.71428571428572,,Yes,53.4701432,-113.4442486,9.654547941576435,False,False,False,False,False,False,False,False,True
6,1,7,3.0,1,"WhatsApp , SMS , Phone Call",Arabic,2023-12,1,"[35, 40)",35,0,1,12,8,38.71428571428572,,No,53.4701432,-113.4442486,9.654547941576435,False,False,False,False,False,False,False,False,True
1,1,1,3.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-02,1,"[35, 40)",64,-1,1,2,8,38.71428571428572,,Yes,53.4701432,-113.4442486,9.654547941576435,False,False,False,False,False,False,False,False,True
1,1,1,3.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-03,1,"[35, 40)",34,4,1,3,8,38.71428571428572,,Yes,53.4701432,-113.4442486,9.654547941576435,False,False,False,False,False,False,False,False,True
1,1,1,3.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-05,1,"[35, 40)",39,-21,1,5,8,38.71428571428572,,Yes,53.4701432,-113.4442486,9.654547941576435,False,False,False,False,False,False,False,False,True
1,1,1,3.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-06,1,"[35, 40)",31,-21,1,6,8,38.71428571428572,,Yes,53.4701432,-113.4442486,9.654547941576435,False,False,False,False,False,False,False,False,True
1,1,2,3.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-06,1,"[35, 40)",0,-21,1,6,8,38.71428571428572,,No,53.4701432,-113.4442486,9.654547941576435,False,False,False,False,False,False,False,False,True
1,1,1,3.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-08,1,"[35, 40)",68,7,1,8,8,38.71428571428572,,No,53.4701432,-113.4442486,9.654547941576435,False,False,False,False,False,False,False,False,True
4,1,5,4.0,1,"SMS , WhatsApp","Dari , Persian",2023-12,1,"[40, 45)",0,0,1,12,1,31.930804853208784,,No,53.58316259999999,-113.3930024,8.420237687000657,True,False,False,False,False,False,True,False,False
4,1,5,3.0,1,"WhatsApp , SMS","Arabic , Hausa",2023-11,1,"[50, 55)",0,0,1,11,9,29.125,,Yes,53.6043029,-113.4418358,7.514785893373805,False,False,False,False,False,False,True,False,False
4,1,5,3.0,1,"WhatsApp , SMS","Arabic , Hausa",2024-01,1,"[50, 55)",34,0,1,1,9,29.125,,Yes,53.6043029,-113.4418358,7.514785893373805,False,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"WhatsApp , SMS","Arabic , Hausa",2024-02,1,"[50, 55)",33,0,1,2,9,29.125,,Yes,53.6043029,-113.4418358,7.514785893373805,False,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"WhatsApp , SMS","Arabic , Hausa",2024-03,1,"[50, 55)",34,6,1,3,9,29.125,,Yes,53.6043029,-113.4418358,7.514785893373805,False,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"WhatsApp , SMS","Arabic , Hausa",2024-04,1,"[50, 55)",35,11,1,4,9,29.125,,Yes,53.6043029,-113.4418358,7.514785893373805,False,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"WhatsApp , SMS","Arabic , Hausa",2024-05,1,"[50, 55)",34,16,1,5,9,29.125,,Yes,53.6043029,-113.4418358,7.514785893373805,False,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"WhatsApp , SMS","Arabic , Hausa",2024-06,1,"[50, 55)",34,19,1,6,9,29.125,,Yes,53.6043029,-113.4418358,7.514785893373805,False,False,False,False,False,False,True,False,False
6,1,2,3.0,1,"WhatsApp , SMS","Arabic , Hausa",2024-06,1,"[50, 55)",0,19,1,6,9,29.125,,Yes,53.6043029,-113.4418358,7.514785893373805,False,False,False,False,False,False,True,False,False
6,1,7,3.0,1,"WhatsApp , SMS","Arabic , Hausa",2024-07,1,"[50, 55)",29,19,1,7,9,29.125,,No,53.6043029,-113.4418358,7.514785893373805,False,False,False,False,False,False,True,False,False
4,1,5,6.0,1,"WhatsApp , Phone Call","Somali , English",2023-11,1,"[35, 40)",0,0,1,11,9,30.0,,Yes,53.60383849999999,-113.53986,6.535265665989897,False,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , Phone Call","Somali , English",2024-01,1,"[35, 40)",59,0,1,1,9,30.0,,Yes,53.60383849999999,-113.53986,6.535265665989897,False,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , Phone Call","Somali , English",2024-02,1,"[35, 40)",30,-1,1,2,9,30.0,,Yes,53.60383849999999,-113.53986,6.535265665989897,False,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , Phone Call","Somali , English",2024-03,1,"[35, 40)",29,0,1,3,9,30.0,,No,53.60383849999999,-113.53986,6.535265665989897,False,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , Phone Call","Somali , English",2024-05,1,"[35, 40)",61,1,1,5,9,30.0,,Yes,53.60383849999999,-113.53986,6.535265665989897,False,False,False,False,False,False,True,False,False
6,1,2,6.0,1,"WhatsApp , Phone Call","Somali , English",2024-05,1,"[35, 40)",0,1,1,5,9,30.0,,Yes,53.60383849999999,-113.53986,6.535265665989897,False,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , Phone Call","Somali , English",2024-07,1,"[35, 40)",35,-1,1,7,9,30.0,,Yes,53.60383849999999,-113.53986,6.535265665989897,False,False,False,False,False,False,True,False,False
6,1,2,6.0,1,"WhatsApp , Phone Call","Somali , English",2024-07,1,"[35, 40)",0,-1,1,7,9,30.0,,Yes,53.60383849999999,-113.53986,6.535265665989897,False,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , Phone Call","Somali , English",2024-07,1,"[35, 40)",26,-5,1,7,9,30.0,,No,53.60383849999999,-113.53986,6.535265665989897,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Arabic,2023-12,1,"[25, 30)",0,0,1,12,8,34.857142857142854,,Yes,53.592267,-113.5145241,4.88495529323334,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Arabic,2024-01,1,"[25, 30)",34,0,1,1,8,34.857142857142854,,Yes,53.592267,-113.5145241,4.88495529323334,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Arabic,2024-02,1,"[25, 30)",30,0,1,2,8,34.857142857142854,,Yes,53.592267,-113.5145241,4.88495529323334,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Arabic,2024-03,1,"[25, 30)",33,4,1,3,8,34.857142857142854,,Yes,53.592267,-113.5145241,4.88495529323334,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Arabic,2024-05,1,"[25, 30)",56,0,1,5,8,34.857142857142854,,No,53.592267,-113.5145241,4.88495529323334,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Arabic,2024-07,1,"[25, 30)",61,0,1,7,8,34.857142857142854,,Yes,53.592267,-113.5145241,4.88495529323334,False,False,False,False,False,False,True,False,False
6,1,2,4.0,1,"SMS , WhatsApp",Arabic,2024-07,1,"[25, 30)",0,0,1,7,8,34.857142857142854,,Yes,53.592267,-113.5145241,4.88495529323334,False,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Arabic,2024-08,1,"[25, 30)",30,0,1,8,8,34.857142857142854,,No,53.592267,-113.5145241,4.88495529323334,False,False,False,False,False,False,True,False,False
7,1,8,4.0,1,SMS,"Somali , English",2023-11,1,"[35, 40)",0,0,1,11,12,19.90909090909091,,Yes,53.5506378,-113.5114819,0.4186733549199085,False,False,False,False,False,False,False,False,False
10,1,11,4.0,1,SMS,"Somali , English",2023-12,1,"[35, 40)",29,0,1,12,12,19.90909090909091,,Yes,53.5506378,-113.5114819,0.4186733549199085,False,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,"Somali , English",2024-01,1,"[35, 40)",33,0,1,1,12,19.90909090909091,,Yes,53.5506378,-113.5114819,0.4186733549199085,False,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,"Somali , English",2024-02,1,"[35, 40)",30,0,1,2,12,19.90909090909091,,Yes,53.5506378,-113.5114819,0.4186733549199085,False,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,"Somali , English",2024-03,1,"[35, 40)",27,-2,1,3,12,19.90909090909091,,Yes,53.5506378,-113.5114819,0.4186733549199085,False,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,"Somali , English",2024-05,1,"[35, 40)",34,2,1,5,12,19.90909090909091,,Yes,53.5506378,-113.5114819,0.4186733549199085,False,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,"Somali , English",2024-05,1,"[35, 40)",0,-1,1,5,12,19.90909090909091,,Yes,53.5506378,-113.5114819,0.4186733549199085,False,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,"Somali , English",2024-05,1,"[35, 40)",0,-1,1,5,12,19.90909090909091,,Yes,53.5506378,-113.5114819,0.4186733549199085,False,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,"Somali , English",2024-06,1,"[35, 40)",34,-61,1,6,12,19.90909090909091,,Yes,53.5506378,-113.5114819,0.4186733549199085,False,False,False,False,False,False,False,False,False
6,1,2,4.0,1,SMS,"Somali , English",2024-06,1,"[35, 40)",0,-61,1,6,12,19.90909090909091,,Yes,53.5506378,-113.5114819,0.4186733549199085,False,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,"Somali , English",2024-07,1,"[35, 40)",32,3,1,7,12,19.90909090909091,,Yes,53.5506378,-113.5114819,0.4186733549199085,False,False,False,False,False,False,False,False,False
6,1,2,4.0,1,SMS,"Somali , English",2024-07,1,"[35, 40)",0,3,1,7,12,19.90909090909091,,No,53.5506378,-113.5114819,0.4186733549199085,False,False,False,False,False,False,False,False,False
6,1,7,1.0,1,SMS,"English , Somali",2023-11,1,"[60, 65)",0,0,1,11,3,46.5,,No,53.5503514,-113.4977869,0.5825453711188943,True,True,False,False,False,False,False,False,False
6,1,7,1.0,1,SMS,"English , Somali",2024-01,1,"[60, 65)",63,0,1,1,3,46.5,,Yes,53.5503514,-113.4977869,0.5825453711188943,True,True,False,False,False,False,False,False,False
6,1,7,1.0,1,SMS,"English , Somali",2024-02,1,"[60, 65)",30,-1,1,2,3,46.5,,No,53.5503514,-113.4977869,0.5825453711188943,True,True,False,False,False,False,False,False,False
4,1,5,4.0,1,SMS,Arabic,2023-11,1,"[40, 45)",0,0,1,11,6,48.0,,Yes,53.4753224,-113.5019544,8.16712978204061,False,False,False,False,False,False,False,False,True
10,1,11,4.0,1,SMS,Arabic,2024-01,1,"[40, 45)",40,0,1,1,6,48.0,,Yes,53.4753224,-113.5019544,8.16712978204061,False,False,False,False,False,False,False,False,True
6,1,7,4.0,1,SMS,Arabic,2024-02,1,"[40, 45)",33,0,1,2,6,48.0,,Yes,53.4753224,-113.5019544,8.16712978204061,False,False,False,False,False,False,False,False,True
7,1,8,4.0,1,SMS,Arabic,2024-03,1,"[40, 45)",34,0,0,3,6,48.0,,Yes,53.4753224,-113.5019544,8.16712978204061,False,False,False,False,False,False,False,False,True
6,1,7,4.0,1,SMS,Arabic,2024-04,1,"[40, 45)",41,17,1,4,6,48.0,,No,53.4753224,-113.5019544,8.16712978204061,False,False,False,False,False,False,False,False,True
6,1,7,4.0,1,SMS,Arabic,2024-07,1,"[40, 45)",92,18,1,7,6,48.0,,No,53.4753224,-113.5019544,8.16712978204061,False,False,False,False,False,False,False,False,True
6,1,7,5.0,1,SMS,Arabic,2023-11,1,"[40, 45)",0,0,1,11,10,27.55555555555556,,Yes,53.5176722,-113.5893743,6.510091324647092,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,SMS,Arabic,2023-12,1,"[40, 45)",33,0,1,12,10,27.55555555555556,,Yes,53.5176722,-113.5893743,6.510091324647092,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,SMS,Arabic,2024-01,1,"[40, 45)",31,0,1,1,10,27.55555555555556,,Yes,53.5176722,-113.5893743,6.510091324647092,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,SMS,Arabic,2024-02,1,"[40, 45)",38,0,1,2,10,27.55555555555556,,Yes,53.5176722,-113.5893743,6.510091324647092,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,SMS,Arabic,2024-03,1,"[40, 45)",28,7,1,3,10,27.55555555555556,,Yes,53.5176722,-113.5893743,6.510091324647092,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,SMS,Arabic,2024-04,1,"[40, 45)",30,6,1,4,10,27.55555555555556,,Yes,53.5176722,-113.5893743,6.510091324647092,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,SMS,Arabic,2024-05,1,"[40, 45)",27,-2,1,5,10,27.55555555555556,,Yes,53.5176722,-113.5893743,6.510091324647092,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,SMS,Arabic,2024-06,1,"[40, 45)",34,4,1,6,10,27.55555555555556,,Yes,53.5176722,-113.5893743,6.510091324647092,True,False,False,False,False,False,False,False,False
6,1,2,5.0,1,SMS,Arabic,2024-06,1,"[40, 45)",0,4,1,6,10,27.55555555555556,,Yes,53.5176722,-113.5893743,6.510091324647092,True,False,False,False,False,False,False,False,False
6,1,7,5.0,1,SMS,Arabic,2024-07,1,"[40, 45)",27,-3,1,7,10,27.55555555555556,,No,53.5176722,-113.5893743,6.510091324647092,True,False,False,False,False,False,False,False,False
6,1,7,4.0,1,SMS,"Arabic , English",2023-11,1,"[25, 30)",0,0,1,11,11,24.9,,Yes,53.461479,-113.5323783,9.858528838668512,True,False,False,False,False,False,False,False,True
6,1,7,4.0,1,SMS,"Arabic , English",2024-01,1,"[25, 30)",37,8,1,1,11,24.9,,Yes,53.461479,-113.5323783,9.858528838668512,True,False,False,False,False,False,False,False,True
6,1,7,4.0,1,SMS,"Arabic , English",2024-02,1,"[25, 30)",38,0,1,2,11,24.9,,Yes,53.461479,-113.5323783,9.858528838668512,True,False,False,False,False,False,False,False,True
6,1,7,4.0,1,SMS,"Arabic , English",2024-03,1,"[25, 30)",35,-54,1,3,11,24.9,,Yes,53.461479,-113.5323783,9.858528838668512,True,False,False,False,False,False,False,False,True
6,1,7,4.0,1,SMS,"Arabic , English",2024-03,1,"[25, 30)",0,7,1,3,11,24.9,,Yes,53.461479,-113.5323783,9.858528838668512,True,False,False,False,False,False,False,False,True
6,1,7,4.0,1,SMS,"Arabic , English",2024-04,1,"[25, 30)",27,4,1,4,11,24.9,,Yes,53.461479,-113.5323783,9.858528838668512,True,False,False,False,False,False,False,False,True
6,1,7,4.0,1,SMS,"Arabic , English",2024-05,1,"[25, 30)",42,0,1,5,11,24.9,,Yes,53.461479,-113.5323783,9.858528838668512,True,False,False,False,False,False,False,False,True
6,1,2,4.0,1,SMS,"Arabic , English",2024-05,1,"[25, 30)",0,0,1,5,11,24.9,,Yes,53.461479,-113.5323783,9.858528838668512,True,False,False,False,False,False,False,False,True
6,1,7,4.0,1,SMS,"Arabic , English",2024-07,1,"[25, 30)",37,-1,1,7,11,24.9,,Yes,53.461479,-113.5323783,9.858528838668512,True,False,False,False,False,False,False,False,True
6,1,2,4.0,1,SMS,"Arabic , English",2024-07,1,"[25, 30)",0,-1,1,7,11,24.9,,Yes,53.461479,-113.5323783,9.858528838668512,True,False,False,False,False,False,False,False,True
6,1,2,4.0,1,SMS,"Arabic , English",2024-08,1,"[25, 30)",33,2,1,8,11,24.9,,No,53.461479,-113.5323783,9.858528838668512,True,False,False,False,False,False,False,False,True
6,1,7,1.0,1,SMS,Afrikaans,2023-11,1,"[45, 50)",0,0,1,11,8,37.57142857142857,,No,56.130366,-106.346771,541.981401371081,True,False,False,False,False,True,False,False,False
6,1,7,1.0,1,SMS,Afrikaans,2024-02,1,"[45, 50)",78,-1,1,2,8,37.57142857142857,,Yes,56.130366,-106.346771,541.981401371081,True,False,False,False,False,True,False,False,False
6,1,7,1.0,1,SMS,Afrikaans,2024-03,1,"[45, 50)",39,8,1,3,8,37.57142857142857,,Yes,56.130366,-106.346771,541.981401371081,True,False,False,False,False,True,False,False,False
6,1,7,1.0,1,SMS,Afrikaans,2024-05,1,"[45, 50)",58,147,1,5,8,37.57142857142857,,Yes,56.130366,-106.346771,541.981401371081,True,False,False,False,False,True,False,False,False
6,1,7,1.0,1,SMS,Afrikaans,2024-05,1,"[45, 50)",0,6,1,5,8,37.57142857142857,,Yes,56.130366,-106.346771,541.981401371081,True,False,False,False,False,True,False,False,False
6,1,7,1.0,1,SMS,Afrikaans,2024-06,1,"[45, 50)",41,11,1,6,8,37.57142857142857,,Yes,56.130366,-106.346771,541.981401371081,True,False,False,False,False,True,False,False,False
6,1,2,1.0,1,SMS,Afrikaans,2024-06,1,"[45, 50)",0,11,1,6,8,37.57142857142857,,Yes,56.130366,-106.346771,541.981401371081,True,False,False,False,False,True,False,False,False
6,1,7,1.0,1,SMS,Afrikaans,2024-08,1,"[45, 50)",47,-13,1,8,8,37.57142857142857,,No,56.130366,-106.346771,541.981401371081,True,False,False,False,False,True,False,False,False
9,1,10,1.0,1,SMS,"Somali , English",2023-11,1,"[40, 45)",0,0,1,11,1,31.930804853208784,,No,53.5522117,-113.4987413,0.6279157993981737,False,True,False,False,False,False,False,False,False
10,1,11,4.0,1,"SMS , Email","Arabic , English",2023-12,1,"[25, 30)",0,0,1,12,10,26.11111111111111,,Yes,53.4425088,-113.4318535,12.800983896244164,False,False,False,False,False,False,False,False,True
7,1,8,4.0,1,"SMS , Email","Arabic , English",2024-01,1,"[25, 30)",32,0,1,1,10,26.11111111111111,,Yes,53.4425088,-113.4318535,12.800983896244164,False,False,False,False,False,False,False,False,True
10,1,11,4.0,1,"SMS , Email","Arabic , English",2024-02,1,"[25, 30)",30,1,1,2,10,26.11111111111111,,Yes,53.4425088,-113.4318535,12.800983896244164,False,False,False,False,False,False,False,False,True
10,1,11,4.0,1,"SMS , Email","Arabic , English",2024-03,1,"[25, 30)",32,5,1,3,10,26.11111111111111,,Yes,53.4425088,-113.4318535,12.800983896244164,False,False,False,False,False,False,False,False,True
10,1,11,4.0,1,"SMS , Email","Arabic , English",2024-04,1,"[25, 30)",42,16,1,4,10,26.11111111111111,,Yes,53.4425088,-113.4318535,12.800983896244164,False,False,False,False,False,False,False,False,True
